iter	Logloss
222	0.24236517
223	0.2423242839
224	0.24228521
225	0.242252369
226	0.242213888
227	0.242186433
228	0.2421522031
229	0.2421122147
230	0.2420921442
231	0.2420612341
232	0.2420328136
233	0.242004173
234	0.2419666743
235	0.2419422341
236	0.2419085293
237	0.2418832253
238	0.2418445749
239	0.241821117
240	0.2417912908
241	0.2417700179
242	0.2417447647
243	0.2417234578
244	0.2417022357
245	0.2416771518
246	0.2416354866
247	0.2416123167
248	0.2415684666
249	0.2415389791
250	0.2415168085
251	0.2414935369
252	0.2414645068
253	0.2414372042
254	0.2413950478
255	0.2413657297
256	0.2413359035
257	0.2413105995
258	0.2412920026
259	0.2412677995
260	0.2412474411
261	0.2412075882
262	0.2411823519
263	0.2411604015
264	0.2411243594
265	0.2410897908
266	0.2410707704
267	0.2410478207
268	0.2410149119
269	0.2409807499
270	0.2409521431
271	0.2409226895
272	0.2408985034
273	0.2408693039
274	0.2408503682
275	0.2408118533
276	0.2407896996
277	0.2407720342
278	0.2407478142
279	0.2407324692
280	0.2406957665
281	0.2406722578
282	0.2406389426
283	0.2406174494
284	0.2405975314
285	0.2405724646
286	0.2405472114
287	0.2405152342
288	0.2404898624
289	0.2404592063
290	0.2404329199
291	0.2404169483
292	0.2403910684
293	0.240371794
294	0.2403507412
295	0.2403235064
296	0.2403024705
297	0.2402733218
298	0.2402507616
299	0.240221579
300	0.2402010682
301	0.240170175
302	0.2401501723
303	0.2401342514
304	0.2401170603
305	0.2400875559
306	0.240069755
307	0.2400499895
308	0.2400164032
309	0.2399914888
310	0.2399743146
311	0.2399558362
312	0.2399326494
313	0.2399038733
314	0.239884023
315	0.2398567543
316	0.2398349563
317	0.239819425
318	0.2397973729
319	0.2397830441
320	0.2397684443
321	0.2397501015
322	0.2397285914
323	0.2397069966
324	0.239687231
325	0.2396678381
326	0.239651426
327	0.2396337945
328	0.2396162816
329	0.2395899783
330	0.2395643525
331	0.2395434522
332	0.2395227889
333	0.2395070036
334	0.2394898463
335	0.2394737222
336	0.2394449969
337	0.2394229279
338	0.2394008758
339	0.2393791286
340	0.2393668323
341	0.2393535875
342	0.23933892
343	0.2393130401
344	0.2392955441
345	0.2392728145
346	0.2392558774
347	0.239231234
348	0.2392135178
349	0.2391951749
350	0.2391767643
351	0.239154238
352	0.2391393503
353	0.2391231415
354	0.239103359
355	0.2390976173
356	0.2390778518
357	0.2390549359
358	0.2390362374
359	0.2390115092
360	0.2389841728
361	0.2389658977
362	0.238953432
363	0.238933497
364	0.2389154252
365	0.2388993519
366	0.2388798234
367	0.2388591263
368	0.2388340425
369	0.2388086877
370	0.2387893963
371	0.2387631947
372	0.2387398554
373	0.2387258992
374	0.2387074547
375	0.238686927
376	0.2386720732
377	0.2386509187
378	0.2386329993
379	0.2386196698
380	0.2385880144
381	0.2385782417
382	0.2385619652
383	0.2385423012
384	0.2385203847
385	0.2385041759
386	0.2384900165
387	0.2384773475
388	0.2384565488
389	0.2384323796
390	0.238416933
391	0.2383891731
392	0.238375742
393	0.2383588388
394	0.2383302151
395	0.2383109407
396	0.2382951553
397	0.2382806911
398	0.2382595367
399	0.2382404147
400	0.2382223428
401	0.238208827
402	0.2381766974
403	0.2381623856
404	0.2381417054
405	0.238117858
406	0.2381026823
407	0.2380882181
408	0.2380721109
409	0.2380514815
410	0.2380338839
411	0.2380103244
412	0.2379935059
413	0.2379774496
414	0.2379625111
415	0.2379494187
416	0.2379381725
417	0.2379214048
418	0.2379059751
419	0.2378902067
420	0.2378765892
421	0.2378614983
422	0.2378439515
423	0.2378242537
424	0.2378046913
425	0.237786213
426	0.2377679548
427	0.2377535752
428	0.2377372987
429	0.2377228005
430	0.2376987668
431	0.2376802377
432	0.2376644354
433	0.2376509534
434	0.237640571
435	0.2376263439
436	0.2376154533
437	0.2375968395
438	0.2375765827
439	0.2375554791
440	0.237537475
441	0.2375245689
442	0.2375023644
443	0.2374916432
444	0.2374795671
445	0.2374677111
446	0.23745511
447	0.2374382745
448	0.2374259951
449	0.2374126318
450	0.237398286
451	0.2373821281
452	0.237369764
453	0.2373532334
454	0.2373456287
455	0.237329115
456	0.2373120763
457	0.2372979508
458	0.2372796757
459	0.2372630943
460	0.2372507302
461	0.2372330818
462	0.2372132823
463	0.2371905697
464	0.2371691951
465	0.2371568141
466	0.2371364218
467	0.2371234819
468	0.2371049697
469	0.2370856953
470	0.2370633214
471	0.237052397
472	0.2370358833
473	0.2370196745
474	0.237005549
475	0.2369886288
476	0.2369744864
477	0.2369544329
478	0.2369374958
479	0.2369232348
480	0.2369037233
481	0.2368930529
482	0.2368805533
483	0.2368621258
484	0.236845375
485	0.2368335868
486	0.2368181063
487	0.2368065552
488	0.2367903126
489	0.236773494
490	0.2367605541
491	0.2367454632
492	0.2367332346
493	0.2367216666
494	0.2367055255
495	0.2366960408
496	0.2366778503
497	0.2366608116
498	0.2366488202
499	0.2366273609
500	0.2366147089
501	0.2366050209
502	0.2365872539
503	0.2365730945
504	0.2365484172
505	0.2365338682
506	0.2365220122
507	0.2365050244
508	0.2364900012
509	0.2364803301
510	0.2364575836
511	0.236437547
512	0.2364250305
513	0.2364057053
514	0.2363816716
515	0.2363660725
516	0.2363510493
517	0.2363362971
518	0.236322883
519	0.236306183
520	0.2362919897
521	0.2362730202
522	0.2362556089
523	0.2362387226
524	0.2362260706
525	0.2362120467
526	0.2361979551
527	0.2361851506
528	0.2361695008
529	0.2361550534
530	0.2361419272
531	0.2361276154
532	0.2361097467
533	0.2360923862
534	0.2360760589
535	0.2360626108
536	0.2360522623
537	0.2360374931
538	0.23602435
539	0.2360034496
540	0.2359854794
541	0.2359747751
542	0.2359609545
543	0.2359467612
544	0.2359291974
545	0.2359099908
546	0.2358949676
547	0.2358833318
548	0.2358688506
549	0.2358587731
550	0.2358404641
551	0.2358265587
552	0.2358147366
553	0.2358029823
554	0.2357924644
555	0.2357813706
556	0.2357649755
557	0.2357480892
558	0.2357386553
559	0.2357227175
560	0.2357040867
561	0.235688132
562	0.2356719062
563	0.2356548167
564	0.2356391838
565	0.2356249566
566	0.23561222
567	0.235595249
568	0.235578295
569	0.2355603586
570	0.2355461145
571	0.2355371209
572	0.2355184901
573	0.235503179
574	0.2354879018
575	0.2354725229
576	0.2354594475
577	0.2354483537
578	0.2354314505
579	0.2354148691
580	0.2354062142
581	0.2353942228
582	0.2353798263
583	0.2353693591
584	0.2353527608
585	0.2353375005
586	0.2353263898
587	0.2353120102
588	0.235298325
589	0.2352841656
590	0.2352688206
591	0.2352572865
592	0.2352394687
593	0.2352265287
594	0.2352155366
595	0.2351966348
596	0.2351833392
597	0.2351699589
598	0.2351509555
599	0.2351291744
600	0.2351147609
601	0.2351007201
602	0.2350901852
603	0.2350742305
604	0.2350623407
605	0.2350487571
606	0.2350315999
607	0.2350222845
608	0.2350088703
609	0.2349979459
610	0.234979061
611	0.2349613787
612	0.2349524698
613	0.2349383951
614	0.2349270303
615	0.2349176472
616	0.2348917842
617	0.2348776926
618	0.2348655487
619	0.2348555219
620	0.2348437676
621	0.2348310987
622	0.2348216478
623	0.2348120783
624	0.2347982407
625	0.2347826078
626	0.2347697187
627	0.2347565586
628	0.2347417894
629	0.2347268848
630	0.2347176033
631	0.2346991588
632	0.2346847284
633	0.2346741936
634	0.2346677913
635	0.2346445198
636	0.2346347302
637	0.2346228234
638	0.2346107134
639	0.2345959781
640	0.2345873402
641	0.2345746543
642	0.2345630355
643	0.2345482833
644	0.2345345812
645	0.2345220816
646	0.2345037726
647	0.2344943556
648	0.2344831771
649	0.2344694581
650	0.2344547228
651	0.2344446453
652	0.2344306891
653	0.2344141247
654	0.2344039963
655	0.2343936985
656	0.2343810296
657	0.234368259
658	0.2343540658
659	0.23434243
660	0.2343335041
661	0.2343156525
662	0.2343018657
663	0.2342866054
664	0.2342743768
665	0.2342626902
666	0.2342520876
667	0.2342359466
668	0.2342214145
669	0.2342084407
670	0.234194654
671	0.2341795291
672	0.234165302
673	0.2341504312
674	0.2341362888
675	0.234125466
676	0.2341124075
677	0.2340980279
678	0.2340843427
679	0.2340719787
680	0.2340617148
681	0.2340530091
682	0.2340386465
683	0.2340257404
684	0.2340128005
685	0.2340020624
686	0.2339908331
687	0.2339748614
688	0.233965546
689	0.2339544353
690	0.2339445441
691	0.233933806
692	0.2339219839
693	0.2339117539
694	0.2338998302
695	0.2338867717
696	0.2338762876
697	0.233859232
698	0.2338501706
699	0.2338382131
700	0.2338224277
701	0.2338121808
702	0.2338049317
703	0.2337897053
704	0.2337785437
705	0.2337681613
706	0.2337579652
707	0.2337427895
708	0.2337279188
709	0.2337147079
710	0.2337018187
711	0.2336899289
712	0.2336813587
713	0.2336672671
714	0.2336518035
715	0.2336439278
716	0.2336330373
717	0.233625297
718	0.2336093423
719	0.2336009245
720	0.2335913212
721	0.2335756205
722	0.2335639001
723	0.2335498931
724	0.2335384098
725	0.2335242165
726	0.2335157988
727	0.2335054841
728	0.2334962364
729	0.233485871
730	0.2334712542
731	0.2334608379
732	0.2334504216
733	0.2334405134
734	0.2334305714
735	0.233419359
736	0.2334053521
737	0.2333939703
738	0.2333811151
739	0.2333697164
740	0.2333617221
741	0.2333469699
742	0.2333320145
743	0.2333195319
744	0.2333096067
745	0.2332942787
746	0.2332769012
747	0.233269415
748	0.2332591173
749	0.2332494462
750	0.2332426714
751	0.2332326785
752	0.2332209581
753	0.2332123201
754	0.233201057
755	0.2331917585
756	0.2331805801
757	0.2331698419
758	0.2331599337
759	0.2331437758
760	0.2331319706
761	0.2331240271
762	0.2331146779
763	0.2331025509
764	0.233092846
765	0.2330808206
766	0.2330731481
767	0.2330608688
768	0.2330506049
769	0.2330442874
770	0.2330328548
771	0.233023641
772	0.2330136482
773	0.2330035706
774	0.2329917993
775	0.2329807225
776	0.2329710683
777	0.23296094
778	0.2329472717
779	0.2329372111
780	0.2329297419
781	0.2329156163
782	0.2329080116
783	0.2329002544
784	0.2328888049
785	0.2328786935
786	0.2328644833
787	0.2328533556
788	0.232824461
789	0.2328122493
790	0.2328024597
791	0.2327942283
792	0.2327840999
793	0.2327770033
794	0.2327699913
795	0.2327598799
796	0.2327497176
797	0.2327381157
798	0.2327272252
799	0.2327180114
800	0.2327038689
801	0.2326938083
802	0.2326774979
803	0.2326678946
804	0.2326556321
805	0.2326476209
806	0.2326341729
807	0.2326234856
808	0.2326118328
809	0.2326064468
810	0.2325940489
811	0.2325825825
812	0.2325720646
813	0.2325616652
814	0.232553366
815	0.2325390373
816	0.2325293323
817	0.2325168158
818	0.2325033339
819	0.2324947299
820	0.232482044
821	0.2324666651
822	0.2324492538
823	0.2324327232
824	0.2324184961
825	0.2324041503
826	0.2323976126
827	0.2323879077
828	0.2323797779
829	0.232368447
830	0.2323573871
831	0.2323373844
832	0.232330203
833	0.2323206675
834	0.2323119618
835	0.2323051362
836	0.2322919083
837	0.2322778336
838	0.2322682641
839	0.2322590673
840	0.2322479396
841	0.2322384041
842	0.2322244987
843	0.2322116943
844	0.2322017692
845	0.2321894728
846	0.2321790904
847	0.232170317
848	0.2321560221
849	0.2321476213
850	0.2321347491
851	0.2321200816
852	0.2321079038
853	0.2320944727
854	0.232084988
855	0.2320733183
856	0.2320639352
857	0.2320361414
858	0.2320255896
859	0.2320157831
860	0.2320061289
861	0.2319929011
862	0.2319793345
863	0.2319697311
864	0.2319597721
865	0.2319478992
866	0.2319381604
867	0.2319282692
868	0.2319143469
869	0.2319014239
870	0.2318934465
871	0.2318815736
872	0.2318697346
873	0.2318586069
874	0.2318486479
875	0.2318371985
876	0.2318252748
877	0.2318123687
878	0.2318019355
879	0.231789944
880	0.2317795955
881	0.2317672822
882	0.2317537325
883	0.2317446204
884	0.2317312062
885	0.2317213319
886	0.2317100857
887	0.2316934873
888	0.231682258
889	0.2316700464
890	0.2316616456
891	0.2316559039
892	0.2316465716
893	0.2316303289
894	0.2316184222
895	0.2316077518
896	0.2315982162
897	0.2315863772
898	0.2315773498
899	0.231565172
900	0.2315573132
901	0.2315485906
902	0.2315388348
903	0.2315316704
904	0.2315246585
905	0.2315139881
906	0.2315057567
907	0.2314965429
908	0.2314878034
909	0.2314744062
910	0.2314616864
911	0.2314524388
912	0.2314422088
913	0.2314336047
914	0.2314251531
915	0.2314137037
916	0.2314021865
917	0.231385622
918	0.2313744605
919	0.2313701415
920	0.2313606567
921	0.2313512905
922	0.2313370972
923	0.2313250889
924	0.2313120304
925	0.2313019697
926	0.2312921124
927	0.2312816961
928	0.2312726008
929	0.2312610159
930	0.2312458064
931	0.2312347295
932	0.2312278023
933	0.2312182497
934	0.2312103909
935	0.2311976204
936	0.231186967
937	0.2311745013
938	0.2311651351
939	0.2311555148
940	0.2311410167
941	0.2311315488
942	0.2311211325
943	0.2311109025
944	0.231100554
945	0.2310883593
946	0.2310805682
947	0.2310724723
948	0.2310627504
949	0.2310535874
950	0.2310457794
951	0.2310328395
952	0.2310236935
953	0.2310108213
954	0.2309976443
955	0.2309866013
956	0.2309762019
957	0.2309659888
958	0.2309577913
959	0.2309512875
960	0.2309397872
961	0.2309269827
962	0.2309203604
963	0.2309093512
964	0.2309013569
965	0.2308885694
966	0.2308767135
967	0.2308681941
968	0.2308575068
969	0.2308388591
970	0.2308293235
971	0.2308159432
972	0.2308073731
973	0.2308009709
974	0.2307932984
975	0.2307853041
976	0.2307728214
977	0.2307646578
978	0.2307546818
979	0.2307444349
980	0.230736322
981	0.2307238563
982	0.2307140159
983	0.230703498
984	0.2306938777
985	0.230685714
986	0.2306727741
987	0.2306624933
988	0.23065289
989	0.2306414066
990	0.2306344116
991	0.2306273827
992	0.2306194562
993	0.2306109876
994	0.2305994196
995	0.230592035
996	0.2305816187
997	0.2305703556
998	0.2305633097
999	0.2305576527
