feature,gain
DIFF(CC_CNT_DRAWINGS_CURRENT_VAR),25.8
CUM_MEAN(CC_NAME_CONTRACT_STATUS_Signed_MIN),25.8
CUM_MEAN(ORGANIZATION_TYPE_Advertising),25.6
DIFF(CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN),25.6
CUM_MEAN(NAME_FAMILY_STATUS_Separated),25.4
CC_AMT_BALANCE_MEAN,25.0
POS_SK_DPD_DEF_MAX,25.0
CUM_MEAN(REFUSED_APP_CREDIT_PERC_MEAN),24.8
CUM_MEAN(CC_NAME_CONTRACT_STATUS_Active_VAR),24.8
DIFF(REFUSED_APP_CREDIT_PERC_MEAN),24.6
CUM_MEAN(AMT_REQ_CREDIT_BUREAU_WEEK),24.4
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,24.2
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,24.2
APPROVED_AMT_APPLICATION_MEAN,24.0
CUM_MEAN(CC_MONTHS_BALANCE_MIN),23.6
DIFF(REFUSED_AMT_GOODS_PRICE_MEAN),23.6
PERCENTILE(PREV_CODE_REJECT_REASON_XAP_MEAN),23.6
CUM_MEAN(BURO_CREDIT_ACTIVE_Sold_MEAN),23.4
PERCENTILE(REFUSED_APP_CREDIT_PERC_MIN),23.4
DIFF(CC_CNT_DRAWINGS_POS_CURRENT_SUM),23.2
PERCENTILE(PREV_AMT_APPLICATION_MAX),23.2
REFUSED_APP_CREDIT_PERC_MEAN,23.2
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,23.0
DIFF(CC_AMT_RECIVABLE_MAX),23.0
CUM_MEAN(CC_NAME_CONTRACT_STATUS_Completed_MIN),22.8
DIFF(REFUSED_AMT_APPLICATION_MIN),22.8
BURO_CREDIT_ACTIVE_Closed_MEAN,22.6
CUM_MEAN(ENTRANCES_AVG),22.6
APPROVED_HOUR_APPR_PROCESS_START_MIN,22.4
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,22.4
DIFF(CC_AMT_RECEIVABLE_PRINCIPAL_VAR),22.4
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,22.4
REFUSED_AMT_GOODS_PRICE_MAX,22.2
PERCENTILE(REFUSED_HOUR_APPR_PROCESS_START_MIN),22.2
DIFF(CC_AMT_INST_MIN_REGULARITY_VAR),22.0
DIFF(CC_AMT_BALANCE_MIN),21.8
PERCENTILE(CC_MONTHS_BALANCE_MEAN),21.8
DIFF(CC_AMT_BALANCE_MEAN),21.8
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,21.8
CUM_MEAN(PREV_NAME_GOODS_CATEGORY_Photo / Cinema Equipment_MEAN),21.6
PERCENTILE(APPROVED_AMT_GOODS_PRICE_MAX),21.4
CUM_MEAN(CC_NAME_CONTRACT_STATUS_Active_SUM),21.4
BURO_AMT_CREDIT_SUM_DEBT_MAX,21.4
DIFF(CC_AMT_DRAWINGS_CURRENT_VAR),21.4
CUM_MEAN(PREV_NAME_TYPE_SUITE_Family_MEAN),21.2
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,21.0
DIFF(CC_AMT_RECIVABLE_MIN),20.8
CUM_MEAN(ORGANIZATION_TYPE_Emergency),20.8
DIFF(CLOSED_AMT_CREDIT_SUM_DEBT_MEAN),20.4
CUM_MEAN(POS_COUNT),20.4
ACTIVE_MONTHS_BALANCE_SIZE_SUM,20.4
PERCENTILE(NAME_EDUCATION_TYPE_Higher education),20.4
PERCENTILE(APPROVED_AMT_APPLICATION_MEAN),20.2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,20.0
REFUSED_CNT_PAYMENT_MEAN,19.4
PERCENTILE(CC_AMT_DRAWINGS_CURRENT_MAX),19.4
DIFF(CC_AMT_DRAWINGS_CURRENT_SUM),19.2
APPROVED_HOUR_APPR_PROCESS_START_MAX,19.0
PREV_NAME_PORTFOLIO_Cards_MEAN,19.0
PERCENTILE(BURO_AMT_CREDIT_SUM_DEBT_MAX),18.8
CC_AMT_RECIVABLE_MEAN,18.8
CUM_MEAN(PREV_NAME_TYPE_SUITE_Other_B_MEAN),18.4
CUM_MEAN(CC_SK_DPD_DEF_SUM),18.4
ORGANIZATION_TYPE_Military,18.4
DIFF(ORGANIZATION_TYPE_Military),18.4
APPROVED_RATE_DOWN_PAYMENT_MIN,18.4
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,18.2
PERCENTILE(REFUSED_AMT_CREDIT_MIN),18.2
PERCENTILE(ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN),18.2
REFUSED_APP_CREDIT_PERC_MIN,18.0
CUM_MEAN(CC_MONTHS_BALANCE_VAR),17.8
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,17.8
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,17.8
DIFF(ORGANIZATION_TYPE_Bank),17.8
CUM_MEAN(CC_AMT_PAYMENT_CURRENT_SUM),17.8
REFUSED_AMT_APPLICATION_MIN,17.6
PREV_CODE_REJECT_REASON_XAP_MEAN,17.4
BURO_CREDIT_ACTIVE_Active_MEAN,17.2
CC_CNT_DRAWINGS_CURRENT_MAX,17.0
PREV_AMT_GOODS_PRICE_MAX,17.0
PERCENTILE(CC_MONTHS_BALANCE_VAR),17.0
OCCUPATION_TYPE_Laborers,17.0
DIFF(CC_AMT_RECEIVABLE_PRINCIPAL_MEAN),16.8
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,16.8
CUM_MEAN(CC_SK_DPD_DEF_MEAN),16.8
PERCENTILE(NAME_INCOME_TYPE_Working),16.8
PREV_CODE_REJECT_REASON_LIMIT_MEAN,16.8
PREV_PRODUCT_COMBINATION_Cash_MEAN,16.8
DIFF(DEF_60_CNT_SOCIAL_CIRCLE),16.6
PERCENTILE(PREV_CODE_REJECT_REASON_HC_MEAN),16.6
DIFF(CC_CNT_DRAWINGS_CURRENT_SUM),16.4
REFUSED_AMT_APPLICATION_MAX,16.4
CUM_MEAN(CC_MONTHS_BALANCE_SUM),16.2
PERCENTILE(OCCUPATION_TYPE_Laborers),16.2
DIFF(BURO_AMT_CREDIT_SUM_OVERDUE_MEAN),16.2
DIFF(ACTIVE_MONTHS_BALANCE_MAX_MAX),16.2
CC_CNT_INSTALMENT_MATURE_CUM_SUM,16.2
DIFF(REGION_RATING_CLIENT_W_CITY),16.0
REGION_RATING_CLIENT,15.8
CUM_MEAN(ACTIVE_AMT_CREDIT_SUM_SUM),15.8
CC_AMT_INST_MIN_REGULARITY_SUM,15.2
PERCENTILE(REFUSED_AMT_GOODS_PRICE_MIN),15.0
CUM_MEAN(CC_CNT_INSTALMENT_MATURE_CUM_MEAN),15.0
DIFF(PREV_NAME_GOODS_CATEGORY_Construction Materials_MEAN),15.0
CUM_MEAN(CC_AMT_DRAWINGS_ATM_CURRENT_SUM),15.0
REFUSED_CNT_PAYMENT_SUM,14.6
CUM_MEAN(CC_CNT_DRAWINGS_CURRENT_MAX),14.6
PERCENTILE(CC_AMT_RECIVABLE_MEAN),14.6
CC_AMT_DRAWINGS_CURRENT_VAR,14.6
DIFF(NAME_INCOME_TYPE_Working),14.4
DIFF(CC_AMT_INST_MIN_REGULARITY_MEAN),14.4
CUM_MEAN(ACTIVE_AMT_CREDIT_SUM_MEAN),14.2
DEF_60_CNT_SOCIAL_CIRCLE,14.2
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,14.2
PERCENTILE(CC_AMT_PAYMENT_TOTAL_CURRENT_SUM),14.0
PERCENTILE(PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN),14.0
PERCENTILE(CC_AMT_BALANCE_MIN),13.8
CC_AMT_INST_MIN_REGULARITY_VAR,13.8
PERCENTILE(REFUSED_AMT_APPLICATION_MEAN),13.6
DIFF(ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN),13.4
CUM_MEAN(CC_CNT_INSTALMENT_MATURE_CUM_SUM),13.2
PERCENTILE(PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN),13.0
PERCENTILE(CC_AMT_PAYMENT_TOTAL_CURRENT_MAX),13.0
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,12.6
PERCENTILE(CC_AMT_INST_MIN_REGULARITY_VAR),12.6
PERCENTILE(REFUSED_APP_CREDIT_PERC_MEAN),12.4
PERCENTILE(CC_AMT_BALANCE_VAR),12.4
CC_AMT_BALANCE_MAX,12.4
PERCENTILE(CC_AMT_DRAWINGS_CURRENT_VAR),12.2
CUM_MEAN(CC_NAME_CONTRACT_STATUS_Refused_MEAN),12.2
CC_AMT_BALANCE_VAR,12.0
APPROVED_AMT_GOODS_PRICE_MAX,11.8
REFUSED_AMT_GOODS_PRICE_MIN,11.2
NAME_FAMILY_STATUS_Single / not married,11.0
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,10.8
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,10.4
PREV_CODE_REJECT_REASON_SCOFR_MEAN,10.4
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,10.4
DIFF(ORGANIZATION_TYPE_Medicine),10.2
FLOORSMAX_MODE,10.2
DIFF(CC_AMT_RECIVABLE_MEAN),10.2
DIFF(OCCUPATION_TYPE_Low-skill Laborers),10.0
CC_AMT_INST_MIN_REGULARITY_MEAN,10.0
CC_AMT_INST_MIN_REGULARITY_MAX,10.0
POS_NAME_CONTRACT_STATUS_Signed_MEAN,9.8
REFUSED_HOUR_APPR_PROCESS_START_MIN,9.8
PERCENTILE(PREV_AMT_GOODS_PRICE_MAX),9.6
PERCENTILE(OCCUPATION_TYPE_Sales staff),9.6
CUM_MEAN(ACTIVE_AMT_CREDIT_SUM_MAX),9.4
PERCENTILE(CC_AMT_PAYMENT_TOTAL_CURRENT_VAR),9.2
OCCUPATION_TYPE_Core staff,9.2
BURO_STATUS_1_MEAN_MEAN,9.0
BURO_CREDIT_ACTIVE_Sold_MEAN,9.0
CUM_MEAN(CC_AMT_DRAWINGS_CURRENT_SUM),9.0
CUM_MEAN(CC_AMT_RECIVABLE_SUM),8.8
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,8.6
CC_AMT_RECIVABLE_MAX,8.6
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,8.2
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,8.2
CC_AMT_RECIVABLE_MIN,7.8
CC_MONTHS_BALANCE_MIN,7.6
DIFF(CODE_GENDER),7.6
CC_AMT_BALANCE_MIN,7.6
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,7.6
CC_AMT_BALANCE_SUM,7.6
PERCENTILE(EMERGENCYSTATE_MODE_No),7.4
DIFF(NAME_INCOME_TYPE_Pensioner),7.4
PREV_CODE_REJECT_REASON_HC_MEAN,7.4
CC_AMT_TOTAL_RECEIVABLE_MAX,7.2
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,7.2
DIFF(NAME_EDUCATION_TYPE_Higher education),7.0
PERCENTILE(CC_AMT_BALANCE_SUM),7.0
PERCENTILE(BURO_STATUS_1_MEAN_MEAN),6.8
PERCENTILE(HOUSETYPE_MODE_block of flats),6.8
DIFF(CC_AMT_TOTAL_RECEIVABLE_MAX),6.8
PERCENTILE(CC_AMT_RECIVABLE_MAX),6.6
DIFF(PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN),6.6
DIFF(OCCUPATION_TYPE_Laborers),6.6
DIFF(ORGANIZATION_TYPE_Kindergarten),6.6
CC_SK_DPD_DEF_SUM,6.4
PERCENTILE(CC_AMT_RECIVABLE_VAR),6.0
DIFF(PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN),5.8
PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,5.6
PERCENTILE(CC_AMT_RECEIVABLE_PRINCIPAL_VAR),5.4
CC_AMT_RECIVABLE_VAR,5.4
CUM_MEAN(CC_AMT_TOTAL_RECEIVABLE_SUM),5.4
DIFF(ORGANIZATION_TYPE_Construction),5.2
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,5.0
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,5.0
OCCUPATION_TYPE_Sales staff,5.0
EMERGENCYSTATE_MODE_No,4.6
DIFF(ORGANIZATION_TYPE_Government),4.4
PREV_CODE_REJECT_REASON_VERIF_MEAN,4.4
DIFF(NAME_TYPE_SUITE_Other_B),4.2
PERCENTILE(PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN),3.8
PERCENTILE(CC_AMT_TOTAL_RECEIVABLE_MEAN),3.4
DIFF(CC_NAME_CONTRACT_STATUS_Completed_VAR),3.4
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,3.4
NAME_HOUSING_TYPE_With parents,3.2
PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,2.8
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,2.6
HOUSETYPE_MODE_block of flats,2.6
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,2.6
PERCENTILE(CC_AMT_RECEIVABLE_PRINCIPAL_MIN),2.4
CC_SK_DPD_MAX,2.4
CC_AMT_TOTAL_RECEIVABLE_MEAN,2.4
NAME_FAMILY_STATUS_Civil marriage,2.2
PERCENTILE(PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN),2.2
DIFF(ACTIVE_CNT_CREDIT_PROLONG_SUM),1.6
PERCENTILE(PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN),1.4
DIFF(FLAG_DOCUMENT_3),1.4
DIFF(CC_AMT_TOTAL_RECEIVABLE_MIN),1.4
DIFF(ORGANIZATION_TYPE_Hotel),1.0
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0.0
DIFF(BURO_CREDIT_CURRENCY_currency 2_MEAN),0.0
DIFF(BURO_CREDIT_DAY_OVERDUE_MEAN),0.0
DIFF(PREV_NAME_GOODS_CATEGORY_Tourism_MEAN),0.0
PERCENTILE(PREV_CODE_REJECT_REASON_XNA_MEAN),0.0
PREV_NAME_GOODS_CATEGORY_Office Appliances_MEAN,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN,0.0
DIFF(PREV_NAME_CASH_LOAN_PURPOSE_Buying a holiday home / land_MEAN),0.0
DIFF(PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN),0.0
ACTIVE_MONTHS_BALANCE_MAX_MAX,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_MEAN,0.0
OCCUPATION_TYPE_Low-skill Laborers,0.0
