iter	Logloss
159	0.2352117315
160	0.235166065
161	0.2351134332
162	0.2350603568
163	0.2349927569
164	0.2349344935
165	0.2348617913
166	0.2348267952
167	0.2347736341
168	0.2347190122
169	0.2346789138
170	0.2346406361
171	0.2345823727
172	0.2345292751
173	0.2344637288
174	0.2344072439
175	0.2343543157
176	0.2342898491
177	0.2342244933
178	0.2341677331
179	0.234105426
180	0.2340567533
181	0.2339888781
182	0.2339588361
183	0.233905188
184	0.2338492747
185	0.2338116533
186	0.2337581958
187	0.233722374
188	0.2336692976
189	0.2336290087
190	0.2335949229
191	0.2335418041
192	0.2334962224
193	0.2334423838
194	0.2333879948
195	0.2333869362
196	0.233343768
197	0.2332597603
198	0.2332108758
199	0.2331636638
200	0.2331178068
201	0.2331168753
202	0.2330842292
203	0.2330472006
204	0.2329939125
205	0.2329930021
206	0.2329530731
207	0.23290313
208	0.2328503288
209	0.2328159467
210	0.232815121
211	0.232764077
212	0.2327088835
213	0.2326764068
214	0.2326218272
215	0.232559753
216	0.2325235713
217	0.2324961121
218	0.2324460208
219	0.2323900228
220	0.2323474262
221	0.2323048931
222	0.2322291846
223	0.2322282954
224	0.2321807023
225	0.2321393336
226	0.2320972875
227	0.2320552413
228	0.2320540557
229	0.2320138303
230	0.2319795963
231	0.2319264987
232	0.2318905287
233	0.231889703
234	0.2318427028
235	0.2318058436
236	0.2318050814
237	0.2317635222
238	0.2317628447
239	0.2317096201
240	0.2316717023
241	0.2316186471
242	0.2315792897
243	0.2315322047
244	0.2314921063
245	0.2314389241
246	0.231401832
247	0.2313420654
248	0.231297394
249	0.2312415865
250	0.2311975503
251	0.2311524766
252	0.2311211219
253	0.2310671775
254	0.2310580527
255	0.2310167898
256	0.2309720973
257	0.2309341372
258	0.2309335655
259	0.2309074825
260	0.2308664949
261	0.2308378078
262	0.2308372362
263	0.2307970108
264	0.2307466443
265	0.2307075409
266	0.2306707876
267	0.2306700677
268	0.2306293977
269	0.2306011975
270	0.2305208949
271	0.2304777055
272	0.2304245444
273	0.23039446
274	0.2303609035
275	0.2303602895
276	0.2303223506
277	0.2303218001
278	0.2302720476
279	0.2302298532
280	0.2301749773
281	0.2301413361
282	0.2301089017
283	0.2300704758
284	0.2300324945
285	0.2299854308
286	0.2299482752
287	0.2298954952
288	0.2298698567
289	0.2298219673
290	0.229785595
291	0.2297442475
292	0.2297135068
293	0.2296843751
294	0.2296317221
295	0.2295893372
296	0.2295540659
297	0.2295389496
298	0.2295118927
299	0.229472874
300	0.229417744
301	0.2293770104
302	0.2293317674
303	0.2292898906
304	0.2292631301
305	0.2292154735
306	0.2291733638
307	0.2291305767
308	0.2290845715
309	0.2290385663
310	0.2290009873
311	0.2289690398
312	0.2289210868
313	0.2288759708
314	0.2288462463
315	0.2288074394
316	0.2288068678
317	0.2287733324
318	0.2287412791
319	0.2286982802
320	0.2286978568
321	0.2286380479
322	0.2285942657
323	0.2285678863
324	0.2285201239
325	0.2284783741
326	0.2284312468
327	0.2284098003
328	0.228381706
329	0.2283516217
330	0.2283134287
331	0.2282805285
332	0.2282457652
333	0.2282199786
334	0.2281667752
335	0.228134616
336	0.2281002127
337	0.2280723089
338	0.2280236996
339	0.227999522
340	0.2279710043
341	0.2279231784
342	0.2278876318
343	0.2278522122
344	0.2278177454
345	0.2277931655
346	0.2277927421
347	0.2277229404
348	0.2276768928
349	0.2276685302
350	0.2276214453
351	0.2275759693
352	0.2275374376
353	0.2275069086
354	0.2274805715
355	0.2274488358
356	0.2274152793
357	0.2273867404
358	0.2273654633
359	0.2273157108
360	0.2272744479
361	0.2272378851
362	0.2271927903
363	0.2271479495
364	0.2271204268
365	0.2270864046
366	0.2270559814
367	0.2270555368
368	0.2270352124
369	0.227034789
370	0.226985354
371	0.2269672314
372	0.2269668292
373	0.2269480714
374	0.2269122708
375	0.2269118897
376	0.2268736755
377	0.2268416645
378	0.2267951512
379	0.2267654479
380	0.2267308752
381	0.226697107
382	0.2266968106
383	0.2266582154
384	0.2266191967
385	0.2265889218
386	0.2265507288
387	0.2265119641
388	0.2264676315
389	0.2264302642
390	0.2264045622
391	0.2263696084
392	0.2263320082
393	0.2262996585
394	0.2262720088
395	0.2262494826
396	0.2262130891
397	0.2261708736
398	0.2261246779
399	0.2260937254
400	0.2260460901
401	0.2260101412
402	0.2259741077
403	0.2259437692
404	0.2259145317
405	0.2259061267
406	0.225870686
407	0.2258414908
408	0.2258157888
409	0.225776622
410	0.2257466434
411	0.2257103347
412	0.2256743647
413	0.2256283383
414	0.2255967719
415	0.2255676826
416	0.2255487766
417	0.2254884384
418	0.2254440846
419	0.2254166255
420	0.2253752568
421	0.2253589337
422	0.2253356241
423	0.2253098587
424	0.225291609
425	0.2252451169
426	0.2252091892
427	0.2251643273
428	0.2251416952
429	0.2251052806
430	0.2250431005
431	0.2250082737
432	0.2249705253
433	0.2249477874
434	0.224893356
435	0.2248523684
436	0.2248317476
437	0.2247905906
438	0.2247903154
439	0.2247641265
440	0.2247284529
441	0.2247071969
442	0.2246810716
443	0.2246444029
444	0.2246067815
445	0.2245788354
446	0.2245535569
447	0.2245280032
448	0.2245135432
449	0.2245133103
450	0.2244751596
451	0.2244460915
452	0.2244207706
453	0.2244028809
454	0.2243723519
455	0.2243256692
456	0.2242865447
457	0.2242627482
458	0.2242344845
459	0.2241883099
460	0.2241491431
461	0.2241070545
462	0.2240811832
463	0.2240560953
464	0.2240252064
465	0.2239862089
466	0.223958792
467	0.2239246851
468	0.2238942196
469	0.2238659771
470	0.2238574875
471	0.2238570852
472	0.2238279535
473	0.2237802758
474	0.2237421251
475	0.2237079758
476	0.2236633044
477	0.2236364804
478	0.2235912797
479	0.2235541876
480	0.2235040117
481	0.2234669196
482	0.2234427632
483	0.2234424033
484	0.2234315424
485	0.2233878872
486	0.2233536532
487	0.2233143805
488	0.2232893984
489	0.2232549104
490	0.2232262233
491	0.2232019398
492	0.2231756451
493	0.2231387436
494	0.2231028159
495	0.2230612778
496	0.2230534021
497	0.2230181731
498	0.2229863315
499	0.2229647156
500	0.222946847
501	0.2229162334
502	0.2228811949
503	0.2228408636
504	0.2228009981
505	0.222762678
506	0.2227493613
507	0.2227229607
508	0.2226910556
509	0.2226629825
510	0.2226147966
511	0.2225858131
512	0.2225606405
513	0.2225327156
514	0.2224930829
515	0.2224689477
516	0.2224393079
517	0.2224388633
518	0.2224086518
519	0.2223840508
520	0.2223450745
521	0.2223136563
522	0.2222896692
523	0.2222518361
524	0.2222279549
525	0.2221956476
526	0.2221671298
527	0.2221292544
528	0.222087674
529	0.2220532283
530	0.2220190155
531	0.2219716977
532	0.2219397714
533	0.2219186425
534	0.2218945072
535	0.2218679161
536	0.2218444583
537	0.2218067099
538	0.2217822782
539	0.2217550096
540	0.2217256451
541	0.221699435
542	0.2216728227
543	0.2216430559
544	0.2216226044
545	0.2215931128
546	0.2215563383
547	0.2215333886
548	0.2214961272
549	0.2214688374
550	0.2214474544
551	0.2213881325
552	0.2213449219
553	0.221324661
554	0.221300568
555	0.221263116
556	0.2212320789
557	0.2211979297
558	0.2211699836
559	0.2211453402
560	0.2211169707
561	0.2210765123
562	0.2210616501
563	0.221030486
564	0.2209844173
565	0.220952004
566	0.2209109741
567	0.2208789208
568	0.2208538116
569	0.2208240448
570	0.2207811941
571	0.2207526764
572	0.220724328
573	0.2206905175
574	0.2206624656
575	0.2206294172
576	0.2205923886
577	0.2205638285
578	0.2205340617
579	0.2204952759
580	0.2204535685
581	0.220437563
582	0.220402588
583	0.220374642
584	0.2203513324
585	0.220333485
586	0.2203098578
587	0.2202944451
588	0.2202744594
589	0.2202538174
590	0.2202205574
591	0.2201800567
592	0.2201511367
593	0.2201236352
594	0.2200915819
595	0.2200677642
596	0.2200471857
597	0.2199990422
598	0.2199987035
599	0.2199685979
