iter	Passed	Remaining
212	2673	4857
213	2688	4849
214	2701	4837
215	2713	4823
216	2725	4809
217	2736	4794
218	2747	4779
219	2759	4766
220	2771	4752
221	2782	4738
222	2794	4723
223	2806	4710
224	2817	4695
225	2828	4681
226	2840	4667
227	2851	4653
228	2862	4637
229	2873	4623
230	2885	4608
231	2896	4594
232	2907	4579
233	2919	4565
234	2931	4552
235	2943	4540
236	2954	4524
237	2966	4511
238	2978	4498
239	2989	4484
240	3001	4471
241	3013	4457
242	3024	4443
243	3035	4429
244	3046	4414
245	3058	4401
246	3073	4393
247	3087	4382
248	3098	4368
249	3111	4355
250	3122	4341
251	3133	4327
252	3144	4312
253	3156	4299
254	3168	4286
255	3179	4272
256	3192	4260
257	3203	4246
258	3216	4234
259	3231	4225
260	3246	4216
261	3258	4203
262	3269	4189
263	3281	4175
264	3292	4162
265	3303	4147
266	3315	4134
267	3325	4120
268	3337	4106
269	3348	4092
270	3360	4079
271	3370	4064
272	3382	4051
273	3393	4037
274	3405	4024
275	3416	4010
276	3427	3996
277	3438	3983
278	3450	3970
279	3462	3957
280	3474	3943
281	3485	3930
282	3502	3923
283	3522	3918
284	3539	3911
285	3550	3898
286	3562	3885
287	3573	3871
288	3585	3858
289	3597	3845
290	3608	3831
291	3620	3818
292	3631	3805
293	3643	3791
294	3655	3779
295	3666	3765
296	3678	3752
297	3689	3738
298	3700	3725
299	3711	3711
300	3723	3698
301	3734	3685
302	3746	3672
303	3758	3660
304	3770	3646
305	3781	3633
306	3792	3619
307	3804	3606
308	3815	3593
309	3826	3579
310	3842	3570
311	3860	3563
312	3873	3552
313	3885	3539
314	3897	3526
315	3908	3512
316	3919	3499
317	3932	3486
318	3944	3474
319	3955	3461
320	3968	3449
321	3980	3436
322	3994	3425
323	4009	3415
324	4023	3404
325	4034	3391
326	4046	3377
327	4057	3364
328	4069	3352
329	4082	3339
330	4093	3326
331	4106	3314
332	4118	3301
333	4129	3288
334	4140	3275
335	4152	3262
336	4163	3249
337	4175	3236
338	4187	3224
339	4198	3210
340	4210	3197
341	4221	3185
342	4232	3171
343	4244	3158
344	4255	3145
345	4267	3132
346	4277	3118
347	4289	3105
348	4301	3093
349	4312	3080
350	4324	3068
351	4336	3055
352	4347	3041
353	4358	3028
354	4369	3015
355	4381	3002
356	4392	2989
357	4404	2977
358	4416	2964
359	4426	2951
360	4438	2938
361	4449	2925
362	4461	2912
363	4472	2900
364	4484	2887
365	4499	2876
366	4512	2865
367	4523	2851
368	4534	2838
369	4545	2825
370	4556	2812
371	4567	2799
372	4579	2786
373	4590	2774
374	4602	2761
375	4614	2748
376	4625	2736
377	4637	2723
378	4649	2711
379	4661	2698
380	4676	2687
381	4688	2675
382	4699	2662
383	4709	2649
384	4721	2636
385	4739	2627
386	4757	2618
387	4772	2607
388	4784	2595
389	4795	2582
390	4806	2569
391	4818	2556
392	4829	2543
393	4840	2530
394	4852	2518
395	4863	2505
396	4874	2492
397	4885	2479
398	4897	2467
399	4908	2454
400	4920	2441
401	4931	2429
402	4943	2416
403	4954	2403
404	4966	2391
405	4977	2378
406	4988	2365
407	5000	2353
408	5012	2340
409	5024	2328
410	5035	2315
411	5047	2303
412	5059	2290
413	5070	2278
414	5081	2265
415	5093	2252
416	5104	2240
417	5116	2227
418	5127	2215
419	5138	2202
420	5150	2189
421	5161	2177
422	5173	2164
423	5184	2151
424	5195	2139
425	5207	2126
426	5218	2114
427	5231	2102
428	5242	2089
429	5254	2077
430	5265	2064
431	5276	2052
432	5288	2039
433	5299	2026
434	5310	2014
435	5322	2002
436	5333	1989
437	5344	1976
438	5356	1964
439	5367	1951
440	5378	1939
441	5389	1926
442	5401	1914
443	5412	1901
444	5423	1889
445	5434	1876
446	5446	1864
447	5458	1851
448	5470	1839
449	5482	1827
450	5497	1816
451	5513	1805
452	5527	1793
453	5538	1781
454	5551	1769
455	5562	1756
456	5574	1744
457	5585	1731
458	5597	1719
459	5609	1707
460	5621	1695
461	5634	1683
462	5647	1670
463	5658	1658
464	5669	1646
465	5681	1633
466	5693	1621
467	5705	1609
468	5717	1596
469	5728	1584
470	5740	1572
471	5752	1559
472	5763	1547
473	5775	1535
474	5786	1522
475	5797	1510
476	5809	1498
477	5821	1485
478	5832	1473
479	5844	1461
480	5854	1448
481	5866	1436
482	5877	1423
483	5888	1411
484	5900	1399
485	5911	1386
486	5923	1374
487	5934	1362
488	5946	1349
489	5958	1337
490	5970	1325
491	5982	1313
492	5996	1301
493	6011	1289
494	6023	1277
495	6036	1265
496	6051	1254
497	6066	1242
498	6080	1230
499	6094	1218
500	6106	1206
501	6117	1194
502	6129	1182
503	6141	1169
504	6152	1157
505	6164	1145
506	6175	1132
507	6187	1120
508	6199	1108
509	6210	1095
510	6221	1083
511	6232	1071
512	6244	1059
513	6255	1046
514	6266	1034
515	6278	1022
516	6290	1009
517	6301	997
518	6314	985
519	6325	973
520	6336	960
521	6347	948
522	6358	936
523	6370	923
524	6381	911
525	6399	900
526	6411	888
527	6423	875
528	6433	863
529	6445	851
530	6457	839
531	6468	826
532	6480	814
533	6492	802
534	6504	790
535	6515	777
536	6527	765
537	6538	753
538	6550	741
539	6561	729
540	6573	716
541	6584	704
542	6596	692
543	6607	680
544	6619	668
545	6630	655
546	6641	643
547	6652	631
548	6664	619
549	6676	606
550	6687	594
551	6700	582
552	6711	570
553	6723	558
554	6734	546
555	6745	533
556	6756	521
557	6767	509
558	6778	497
559	6790	485
560	6800	472
561	6812	460
562	6824	448
563	6836	436
564	6847	424
565	6858	412
566	6871	399
567	6882	387
568	6897	375
569	6909	363
570	6920	351
571	6932	339
572	6943	327
573	6955	315
574	6966	302
575	6977	290
576	6988	278
577	7002	266
578	7015	254
579	7027	242
580	7039	230
581	7050	218
582	7061	205
583	7072	193
584	7083	181
585	7094	169
586	7106	157
587	7118	145
588	7130	133
589	7141	121
590	7152	108
591	7164	96
592	7175	84
593	7186	72
594	7198	60
595	7209	48
596	7224	36
597	7236	24
598	7247	12
599	7259	0
