iter	Passed	Remaining
224	3674	3674
225	3689	3657
226	3705	3639
227	3721	3623
228	3736	3606
229	3751	3588
230	3765	3569
231	3781	3553
232	3795	3534
233	3811	3518
234	3827	3502
235	3843	3485
236	3860	3469
237	3881	3457
238	3897	3440
239	3913	3423
240	3928	3407
241	3944	3390
242	3959	3373
243	3974	3355
244	3989	3338
245	4004	3320
246	4019	3303
247	4035	3286
248	4049	3269
249	4065	3252
250	4079	3234
251	4095	3217
252	4109	3200
253	4125	3183
254	4140	3166
255	4156	3149
256	4171	3132
257	4188	3117
258	4204	3100
259	4219	3083
260	4234	3066
261	4250	3049
262	4264	3032
263	4279	3015
264	4295	2998
265	4311	2982
266	4327	2965
267	4342	2949
268	4358	2932
269	4373	2915
270	4388	2899
271	4404	2882
272	4422	2867
273	4439	2851
274	4456	2835
275	4471	2818
276	4487	2802
277	4501	2785
278	4517	2768
279	4534	2752
280	4552	2737
281	4567	2721
282	4583	2704
283	4598	2688
284	4614	2671
285	4630	2655
286	4644	2638
287	4660	2621
288	4675	2604
289	4691	2588
290	4705	2570
291	4720	2554
292	4736	2537
293	4751	2521
294	4765	2503
295	4780	2487
296	4795	2470
297	4811	2454
298	4827	2437
299	4843	2421
300	4858	2405
301	4880	2391
302	4901	2377
303	4917	2361
304	4933	2345
305	4949	2329
306	4965	2312
307	4980	2296
308	4996	2279
309	5012	2263
310	5027	2246
311	5043	2230
312	5057	2213
313	5073	2197
314	5088	2180
315	5103	2163
316	5118	2147
317	5133	2130
318	5148	2114
319	5164	2097
320	5179	2081
321	5194	2064
322	5212	2049
323	5230	2034
324	5245	2017
325	5260	2001
326	5276	1984
327	5291	1968
328	5306	1951
329	5321	1934
330	5336	1918
331	5352	1902
332	5368	1886
333	5382	1869
334	5398	1853
335	5414	1836
336	5429	1820
337	5445	1804
338	5460	1787
339	5476	1771
340	5491	1755
341	5507	1739
342	5521	1722
343	5537	1706
344	5554	1690
345	5569	1674
346	5584	1657
347	5600	1641
348	5616	1625
349	5631	1609
350	5646	1592
351	5661	1576
352	5676	1559
353	5698	1545
354	5716	1529
355	5730	1513
356	5750	1497
357	5767	1482
358	5782	1465
359	5797	1449
360	5813	1433
361	5827	1416
362	5843	1400
363	5857	1383
364	5872	1367
365	5888	1351
366	5903	1335
367	5918	1318
368	5934	1302
369	5950	1286
370	5963	1269
371	5979	1253
372	5994	1237
373	6009	1221
374	6025	1205
375	6039	1188
376	6054	1172
377	6070	1156
378	6085	1139
379	6100	1123
380	6116	1107
381	6131	1091
382	6146	1075
383	6161	1058
384	6176	1042
385	6190	1026
386	6206	1010
387	6220	994
388	6235	977
389	6253	962
390	6270	946
391	6285	929
392	6299	913
393	6314	897
394	6328	881
395	6343	865
396	6359	848
397	6373	832
398	6388	816
399	6404	800
400	6418	784
401	6433	768
402	6448	752
403	6463	735
404	6478	719
405	6493	703
406	6508	687
407	6523	671
408	6539	655
409	6554	639
410	6570	623
411	6586	607
412	6601	591
413	6616	575
414	6631	559
415	6648	543
416	6664	527
417	6681	511
418	6699	495
419	6715	479
420	6731	463
421	6747	447
422	6768	432
423	6785	416
424	6799	399
425	6814	383
426	6829	367
427	6844	351
428	6860	335
429	6875	319
430	6891	303
431	6906	287
432	6921	271
433	6937	255
434	6953	239
435	6969	223
436	6984	207
437	7000	191
438	7015	175
439	7031	159
440	7046	143
441	7062	127
442	7078	111
443	7092	95
444	7111	79
445	7129	63
446	7148	47
447	7164	31
448	7179	15
449	7194	0
