iter	Logloss
0	0.6143552473
1	0.5481294958
2	0.4978067156
3	0.4552340732
4	0.4202777316
5	0.3915855358
6	0.3689865568
7	0.3511114994
8	0.3357212812
9	0.3229086837
10	0.3122015347
11	0.3030280386
12	0.2948712755
13	0.2891235751
14	0.2833264354
15	0.2789024358
16	0.2747825075
17	0.271532959
18	0.26833954
19	0.2662592429
20	0.2642799925
21	0.2622642595
22	0.2604981114
23	0.2593504378
24	0.2580683854
25	0.2569520962
26	0.2559538246
27	0.2549970489
28	0.2540638326
29	0.2532378111
30	0.2526261454
31	0.2520489296
32	0.25165875
33	0.2511676085
34	0.2507463494
35	0.2503003114
36	0.2498775449
37	0.2495382443
38	0.2490807568
39	0.2487875929
40	0.2484547792
41	0.248147405
42	0.2478647252
43	0.2475987283
44	0.247308088
45	0.2470538285
46	0.2467358856
47	0.2465395848
48	0.2462742485
49	0.2460705801
50	0.245807598
51	0.245600593
52	0.2453390336
53	0.2451362121
54	0.244895045
55	0.2447420354
56	0.2445834535
57	0.2443738401
58	0.2441993205
59	0.2440286116
60	0.243904683
61	0.2437219827
62	0.2435864183
63	0.243428209
64	0.2433012994
65	0.2431813002
66	0.2430310006
67	0.2429416913
68	0.2428059745
69	0.2426721207
70	0.2425425859
71	0.2424234674
72	0.2423225902
73	0.2422079431
74	0.2420757661
75	0.2419646419
76	0.2418420174
77	0.2417110091
78	0.2416003591
79	0.2414670812
80	0.2413774502
81	0.2412919857
82	0.2411859765
83	0.2411186516
84	0.2410131166
85	0.240911799
86	0.2408273338
87	0.2407477803
88	0.2406784399
89	0.2405990388
90	0.2404890494
91	0.2403946083
92	0.2403075347
93	0.2402079786
94	0.240129526
95	0.2400369818
96	0.2399594608
97	0.2398279274
98	0.2397621946
99	0.239688315
100	0.239606746
101	0.239554529
102	0.2394782952
103	0.2393878004
104	0.2392976273
105	0.2391865032
106	0.2391412981
107	0.2390317998
108	0.2389477242
109	0.2388670529
110	0.2388073666
111	0.2387777944
112	0.2387021704
113	0.2386407057
114	0.2385665382
115	0.2384887631
116	0.2384267903
117	0.2383578056
118	0.2382751865
119	0.2382170246
120	0.2381570504
121	0.238103038
122	0.238011256
123	0.2379638321
124	0.2378989462
125	0.237842207
126	0.2377868566
127	0.237733183
128	0.2376925678
129	0.2376406388
130	0.2375497544
131	0.2374821246
132	0.2374367502
133	0.2374015549
134	0.2373502694
135	0.2372945464
136	0.2372135702
137	0.2371403343
138	0.2370823587
139	0.237008496
140	0.2369558048
141	0.2368835512
142	0.2368363306
143	0.2367693106
144	0.2367355888
145	0.236694618
146	0.2366365747
147	0.2365875249
148	0.2365188619
149	0.2364459309
150	0.2363694091
151	0.2363110609
152	0.2362471234
153	0.2361910955
154	0.2361484649
155	0.2361071384
156	0.2360310571
157	0.2359881046
158	0.2359373781
159	0.2358854151
160	0.2358397866
161	0.2357986125
162	0.2357577095
163	0.2356857608
164	0.2356429099
165	0.235592285
166	0.2355387638
167	0.235472218
168	0.2354119051
169	0.2353599082
170	0.2353025254
171	0.2352642984
172	0.2351894196
173	0.2351353395
174	0.2350566329
175	0.235018626
176	0.2349495566
177	0.2348998124
178	0.2348473244
179	0.234740028
180	0.2346564604
181	0.234573926
182	0.2345348861
183	0.2344753691
184	0.234389278
185	0.2343493234
186	0.2343061846
187	0.234232864
188	0.2341714332
189	0.2341071062
190	0.234049554
191	0.2339931027
192	0.2339460007
193	0.2338931739
194	0.2338519152
195	0.2337654005
196	0.233716283
197	0.2336510075
198	0.2335928625
199	0.2335356829
200	0.2334738287
201	0.2334181734
202	0.2333720029
203	0.2333342333
204	0.2332876055
205	0.2332467532
206	0.2331870839
207	0.2331332917
208	0.2330727925
209	0.2330249113
210	0.232966038
211	0.232922713
212	0.232889855
